Compound, Source, Atom Idx, C6_POSTG,C6_POSTG (Ha A^6), CGenFF Atom Type, C6_CGenFF, OPLS Atom Type, C6_OPLS, GAFF Atom Type, C6_GAFF
ethylene-carbonate, ethylene-carbonate_T312.15,2,19.5,0.7166289, CG3C52,0.36, opls_774,0.21, c3,0.34
ethylene-carbonate, ethylene-carbonate_T312.15,3,2.1,0.07717542, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T312.15,4,2.16,0.079380432, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T312.15,5,19.5,0.7166289, CG3C52,0.36, opls_774,0.21, c3,0.34
ethylene-carbonate, ethylene-carbonate_T312.15,6,2.16,0.079380432, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T312.15,7,2.1,0.07717542, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T312.15,8,10.8,0.39690216, OG3C51,0.294, opls_773,-0.45, os,0.3
ethylene-carbonate, ethylene-carbonate_T312.15,9,22.4,0.82320448, CG251O,0.372, opls_772,0.86, c,0.34
ethylene-carbonate, ethylene-carbonate_T312.15,10,14.5,0.5328779, OG2D1,0.303, opls_771,-0.5, o,0.296
phenol, phenol_T298.15,1,23.6,0.86730472, CG2R61,0.355, opls_145,-0.115, ca,0.34
phenol, phenol_T298.15,2,2.57,0.094448014, HGR61,0.242, opls_146,0.115, ha,0.26
phenol, phenol_T298.15,3,23.6,0.86730472, CG2R61,0.355, opls_145,-0.115, ca,0.34
phenol, phenol_T298.15,4,2.48,0.091140496, HGR61,0.242, opls_146,0.115, ha,0.26
phenol, phenol_T298.15,5,24,0.8820048, CG2R61,0.355, opls_145,-0.115, ca,0.34
phenol, phenol_T298.15,6,2.56,0.094080512, HGR61,0.242, opls_146,0.115, ha,0.26
phenol, phenol_T298.15,7,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
phenol, phenol_T298.15,8,2.5,0.0918755, HGR61,0.242, opls_146,0.115, ha,0.26
phenol, phenol_T298.15,9,23.6,0.86730472, CG2R61,0.355, opls_145,-0.115, ca,0.34
phenol, phenol_T298.15,10,2.53,0.092978006, HGR61,0.242, opls_146,0.115, ha,0.26
phenol, phenol_T298.15,11,22.1,0.81217942, CG2R61,0.355, opls_166,0.15, ca,0.34
phenol, phenol_T298.15,12,11.7,0.42997734, OG311,0.314, opls_167,-0.585, oh,0.307
phenol, phenol_T298.15,13,2.06,0.075705412, HGP1,0.04, opls_168,0.435, ho,0
cyclopentanone, cyclopentanone_T293.15,1,20.3,0.74602906, CG3C52,0.36, opls_136,-0.12, c3,0.34
cyclopentanone, cyclopentanone_T293.15,2,2.35,0.08636297, HGA2,0.239, opls_282,0.06, hc,0.265
cyclopentanone, cyclopentanone_T293.15,3,2.38,0.087465476, HGA2,0.239, opls_282,0.06, hc,0.265
cyclopentanone, cyclopentanone_T293.15,4,20,0.735004, CG3C52,0.36, opls_136,-0.12, c3,0.34
cyclopentanone, cyclopentanone_T293.15,5,2.35,0.08636297, HGA2,0.239, opls_140,0.06, hc,0.265
cyclopentanone, cyclopentanone_T293.15,6,2.32,0.085260464, HGA2,0.239, opls_140,0.06, hc,0.265
cyclopentanone, cyclopentanone_T293.15,7,20,0.735004, CG3C52,0.36, opls_136,-0.12, c3,0.34
cyclopentanone, cyclopentanone_T293.15,8,2.32,0.085260464, HGA2,0.239, opls_140,0.06, hc,0.265
cyclopentanone, cyclopentanone_T293.15,9,2.35,0.08636297, HGA2,0.239, opls_140,0.06, hc,0.265
cyclopentanone, cyclopentanone_T293.15,10,20.3,0.74602906, CG3C52,0.36, opls_136,-0.12, c3,0.34
cyclopentanone, cyclopentanone_T293.15,11,2.35,0.08636297, HGA2,0.239, opls_282,0.06, hc,0.265
cyclopentanone, cyclopentanone_T293.15,12,2.38,0.087465476, HGA2,0.239, opls_282,0.06, hc,0.265
cyclopentanone, cyclopentanone_T293.15,13,21.2,0.77910424, CG2O5,0.356, opls_280,0.47, c,0.34
cyclopentanone, cyclopentanone_T293.15,14,14.5,0.5328779, OG2D3,0.303, opls_281,-0.47, o,0.296
tetrahydrothiophene, tetrahydrothiophene_T293.15,1,21.6,0.79380432, CG3C52,0.36, opls_210,0.048, c3,0.34
tetrahydrothiophene, tetrahydrothiophene_T293.15,2,2.49,0.091507998, HGA2,0.239, opls_140,0.06, h1,0.247
tetrahydrothiophene, tetrahydrothiophene_T293.15,3,2.55,0.09371301, HGA2,0.239, opls_140,0.06, h1,0.247
tetrahydrothiophene, tetrahydrothiophene_T293.15,4,20.3,0.74602906, CG3C52,0.36, opls_136,-0.12, c3,0.34
tetrahydrothiophene, tetrahydrothiophene_T293.15,5,2.35,0.08636297, HGA2,0.239, opls_140,0.06, hc,0.265
tetrahydrothiophene, tetrahydrothiophene_T293.15,6,2.42,0.088935484, HGA2,0.239, opls_140,0.06, hc,0.265
tetrahydrothiophene, tetrahydrothiophene_T293.15,7,20.3,0.74602906, CG3C52,0.36, opls_136,-0.12, c3,0.34
tetrahydrothiophene, tetrahydrothiophene_T293.15,8,2.42,0.088935484, HGA2,0.239, opls_140,0.06, hc,0.265
tetrahydrothiophene, tetrahydrothiophene_T293.15,9,2.35,0.08636297, HGA2,0.239, opls_140,0.06, hc,0.265
tetrahydrothiophene, tetrahydrothiophene_T293.15,10,21.6,0.79380432, CG3C52,0.36, opls_210,0.048, c3,0.34
tetrahydrothiophene, tetrahydrothiophene_T293.15,11,2.49,0.091507998, HGA2,0.239, opls_140,0.06, h1,0.247
tetrahydrothiophene, tetrahydrothiophene_T293.15,12,2.55,0.09371301, HGA2,0.239, opls_140,0.06, h1,0.247
tetrahydrothiophene, tetrahydrothiophene_T293.15,13,91.3,3.35529326, SG311,0.356, opls_202,-0.335, ss,0.356
diethylamine, diethylamine_T293.15,1,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
diethylamine, diethylamine_T293.15,2,2.51,0.092243002, HGA3,0.239, opls_140,0.06, hc,0.265
diethylamine, diethylamine_T293.15,3,2.44,0.089670488, HGA3,0.239, opls_140,0.06, hc,0.265
diethylamine, diethylamine_T293.15,4,2.6,0.09555052, HGA3,0.239, opls_140,0.06, hc,0.265
diethylamine, diethylamine_T293.15,5,20.8,0.76440416, CG321,0.358, opls_907,0.08, c3,0.34
diethylamine, diethylamine_T293.15,6,2.67,0.098123034, HGA2,0.239, opls_911,0.06, h1,0.247
diethylamine, diethylamine_T293.15,7,2.4,0.08820048, HGA2,0.239, opls_911,0.06, h1,0.247
diethylamine, diethylamine_T293.15,8,15,0.551253, NG311,0.356, opls_901,-0.78, n3,0.325
diethylamine, diethylamine_T293.15,9,2.32,0.085260464, HGPAM1,0.156, opls_910,0.38, hn,0.107
diethylamine, diethylamine_T293.15,10,20.8,0.76440416, CG321,0.358, opls_907,0.08, c3,0.34
diethylamine, diethylamine_T293.15,11,2.46,0.090405492, HGA2,0.239, opls_911,0.06, h1,0.247
diethylamine, diethylamine_T293.15,12,2.66,0.097755532, HGA2,0.239, opls_911,0.06, h1,0.247
diethylamine, diethylamine_T293.15,13,21.8,0.80115436, CG331,0.365, opls_135,-0.18, c3,0.34
diethylamine, diethylamine_T293.15,14,2.57,0.094448014, HGA3,0.239, opls_140,0.06, hc,0.265
diethylamine, diethylamine_T293.15,15,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
diethylamine, diethylamine_T293.15,16,2.4,0.08820048, HGA3,0.239, opls_140,0.06, hc,0.265
methyl-formate, methyl-formate_T293.15,1,21.3,0.78277926, CG331,0.365, opls_468,0.16, c3,0.34
methyl-formate, methyl-formate_T293.15,2,10.8,0.39690216, OG302,0.294, opls_467,-0.33, os,0.3
methyl-formate, methyl-formate_T293.15,3,22.7,0.83422954, CG2O2,0.303, opls_465,0.51, c,0.34
methyl-formate, methyl-formate_T293.15,4,14,0.5145028, OG2D1,0.303, opls_466,-0.43, o,0.296
methyl-formate, methyl-formate_T293.15,5,2.37,0.087097974, HGR52,0.16, opls_279,0, h5,0.242
methyl-formate, methyl-formate_T293.15,6,2.36,0.086730472, HGA3,0.239, opls_469,0.03, h1,0.247
methyl-formate, methyl-formate_T293.15,7,2.2,0.08085044, HGA3,0.239, opls_469,0.03, h1,0.247
methyl-formate, methyl-formate_T293.15,8,2.36,0.086730472, HGA3,0.239, opls_469,0.03, h1,0.247
furan, furan_T298.15,1,24,0.8820048, CG2R51,0.374, opls_567,-0.019, cc,0.34
furan, furan_T298.15,2,2.44,0.089670488, HGR52,0.16, opls_569,0.142, h4,0.251
furan, furan_T298.15,3,24.4,0.89670488, CG2R51,0.374, opls_568,-0.154, cd,0.34
furan, furan_T298.15,4,2.51,0.092243002, HGR51,0.242, opls_570,0.126, ha,0.26
furan, furan_T298.15,5,24.4,0.89670488, CG2R51,0.374, opls_568,-0.154, cd,0.34
furan, furan_T298.15,6,2.51,0.092243002, HGR51,0.242, opls_570,0.126, ha,0.26
furan, furan_T298.15,7,24,0.8820048, CG2R51,0.374, opls_567,-0.019, cc,0.34
furan, furan_T298.15,8,2.44,0.089670488, HGR52,0.16, opls_569,0.142, h4,0.251
furan, furan_T298.15,9,10.9,0.40057718, OG2R50,0.303, opls_566,-0.19, os,0.3
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,1,8.14,0.299146628, FGR1,0.303, opls_721,-0.13, f,0.312
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,2,22,0.8085044, CG2R66,0.339, opls_720,0.13, ca,0.34
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,3,21.9,0.80482938, CG2R66,0.339, opls_727,0.2, ca,0.34
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,4,8.07,0.296574114, FGR1,0.303, opls_728,-0.2, f,0.312
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,5,23,0.8452546, CG2R61,0.355, opls_145,-0.115, ca,0.34
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,6,2.39,0.087832978, HGR62,0.196, opls_146,0.115, ha,0.26
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,7,22,0.8085044, CG2R66,0.339, opls_718,0.22, ca,0.34
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,8,8.14,0.299146628, FGR1,0.303, opls_719,-0.22, f,0.312
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,9,23,0.8452546, CG2R61,0.355, opls_145,-0.115, ca,0.34
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,10,2.4,0.08820048, HGR62,0.196, opls_146,0.115, ha,0.26
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,11,21.9,0.80482938, CG2R66,0.339, opls_727,0.2, ca,0.34
1235-tetrafluorobenzene, 1235-tetrafluorobenzene_T298.15,12,8.07,0.296574114, FGR1,0.303, opls_728,-0.2, f,0.312
3-methylphenol, 3-methylphenol_T298.15,1,21.7,0.79747934, CG331,0.365, opls_148,-0.065, c3,0.34
3-methylphenol, 3-methylphenol_T298.15,2,2.41,0.088567982, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylphenol, 3-methylphenol_T298.15,3,2.43,0.089302986, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylphenol, 3-methylphenol_T298.15,4,2.42,0.088935484, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylphenol, 3-methylphenol_T298.15,5,21.6,0.79380432, CG2R61,0.355, opls_145,-0.115, ca,0.34
3-methylphenol, 3-methylphenol_T298.15,6,23.3,0.85627966, CG2R61,0.355, opls_145,-0.115, ca,0.34
3-methylphenol, 3-methylphenol_T298.15,7,2.57,0.094448014, HGR61,0.242, opls_146,0.115, ha,0.26
3-methylphenol, 3-methylphenol_T298.15,8,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
3-methylphenol, 3-methylphenol_T298.15,9,2.61,0.095918022, HGR61,0.242, opls_146,0.115, ha,0.26
3-methylphenol, 3-methylphenol_T298.15,10,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
3-methylphenol, 3-methylphenol_T298.15,11,2.5,0.0918755, HGR61,0.242, opls_146,0.115, ha,0.26
3-methylphenol, 3-methylphenol_T298.15,12,23.8,0.87465476, CG2R61,0.355, opls_145,-0.115, ca,0.34
3-methylphenol, 3-methylphenol_T298.15,13,2.59,0.095183018, HGR61,0.242, opls_146,0.115, ha,0.26
3-methylphenol, 3-methylphenol_T298.15,14,22.1,0.81217942, CG2R61,0.355, opls_166,0.15, ca,0.34
3-methylphenol, 3-methylphenol_T298.15,15,11.7,0.42997734, OG311,0.314, opls_167,-0.585, oh,0.307
3-methylphenol, 3-methylphenol_T298.15,16,2.08,0.076440416, HGP1,0.04, opls_168,0.435, ho,0
formic-acid, formic-acid_T293.15,1,2.31,0.084892962, HGR52,0.16, opls_279,0, h5,0.242
formic-acid, formic-acid_T293.15,2,23,0.8452546, CG2O2,0.303, opls_267,0.52, c,0.34
formic-acid, formic-acid_T293.15,3,14.4,0.52920288, OG2D1,0.303, opls_269,-0.44, o,0.296
formic-acid, formic-acid_T293.15,4,11.6,0.42630232, OG311,0.314, opls_268,-0.53, oh,0.307
formic-acid, formic-acid_T293.15,5,2.08,0.076440416, HGP1,0.04, opls_270,0.45, ho,0
N-methylformamide, N-methylformamide_T298.15,1,20.8,0.76440416, CG331,0.365, opls_242,0.02, c3,0.34
N-methylformamide, N-methylformamide_T298.15,2,2.25,0.08268795, HGA3,0.239, opls_140,0.06, h1,0.247
N-methylformamide, N-methylformamide_T298.15,3,2.25,0.08268795, HGA3,0.239, opls_140,0.06, h1,0.247
N-methylformamide, N-methylformamide_T298.15,4,2.29,0.084157958, HGA3,0.239, opls_140,0.06, h1,0.247
N-methylformamide, N-methylformamide_T298.15,5,13.4,0.49245268, NG2S1,0.33, opls_238,-0.5, n,0.325
N-methylformamide, N-methylformamide_T298.15,6,2.1,0.07717542, HGP1,0.04, opls_241,0.3, hn,0.107
N-methylformamide, N-methylformamide_T298.15,7,23.7,0.87097974, CG2O1,0.356, opls_235,0.5, c,0.34
N-methylformamide, N-methylformamide_T298.15,8,2.55,0.09371301, HGR52,0.16, opls_279,0, h5,0.242
N-methylformamide, N-methylformamide_T298.15,9,15.4,0.56595308, OG2D1,0.303, opls_236,-0.5, o,0.296
3-methylpyridine, 3-methylpyridine_T298.15,1,21.5,0.7901293, CG331,0.365, opls_672,-0.189, c3,0.34
3-methylpyridine, 3-methylpyridine_T298.15,2,2.38,0.087465476, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylpyridine, 3-methylpyridine_T298.15,3,2.37,0.087097974, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylpyridine, 3-methylpyridine_T298.15,4,2.36,0.086730472, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylpyridine, 3-methylpyridine_T298.15,5,21.2,0.77910424, CG2R61,0.355, opls_522,-0.447, ca,0.34
3-methylpyridine, 3-methylpyridine_T298.15,6,22.9,0.84157958, CG2R61,0.355, opls_523,0.227, ca,0.34
3-methylpyridine, 3-methylpyridine_T298.15,7,2.45,0.09003799, HGR61,0.242, opls_526,0.065, ha,0.26
3-methylpyridine, 3-methylpyridine_T298.15,8,23.3,0.85627966, CG2R61,0.355, opls_522,-0.447, ca,0.34
3-methylpyridine, 3-methylpyridine_T298.15,9,2.45,0.09003799, HGR61,0.242, opls_525,0.155, ha,0.26
3-methylpyridine, 3-methylpyridine_T298.15,10,23.8,0.87465476, CG2R61,0.355, opls_521,0.473, ca,0.34
3-methylpyridine, 3-methylpyridine_T298.15,11,2.56,0.094080512, HGR62,0.196, opls_524,0.012, h4,0.251
3-methylpyridine, 3-methylpyridine_T298.15,12,18.1,0.66517862, NG2R60,0.337, opls_520,-0.678, nb,0.325
3-methylpyridine, 3-methylpyridine_T298.15,13,23.3,0.85627966, CG2R61,0.355, opls_521,0.473, ca,0.34
3-methylpyridine, 3-methylpyridine_T298.15,14,2.56,0.094080512, HGR62,0.196, opls_524,0.012, h4,0.251
ethanol, ethanol_T298.15,1,21.7,0.79747934, CG331,0.365, opls_135,-0.18, c3,0.34
ethanol, ethanol_T298.15,2,2.46,0.090405492, HGA3,0.239, opls_140,0.06, hc,0.265
ethanol, ethanol_T298.15,3,2.49,0.091507998, HGA3,0.239, opls_140,0.06, hc,0.265
ethanol, ethanol_T298.15,4,2.38,0.087465476, HGA3,0.239, opls_140,0.06, hc,0.265
ethanol, ethanol_T298.15,5,20.8,0.76440416, CG321,0.358, opls_157,0.145, c3,0.34
ethanol, ethanol_T298.15,6,2.36,0.086730472, HGA2,0.239, opls_140,0.06, h1,0.247
ethanol, ethanol_T298.15,7,2.44,0.089670488, HGA2,0.239, opls_140,0.06, h1,0.247
ethanol, ethanol_T298.15,8,12.4,0.45570248, OG311,0.314, opls_154,-0.683, oh,0.307
ethanol, ethanol_T298.15,9,2.21,0.081217942, HGP1,0.04, opls_155,0.418, ho,0
propylamine, propylamine_T298.15,1,21.6,0.79380432, CG331,0.365, opls_135,-0.18, c3,0.34
propylamine, propylamine_T298.15,2,2.41,0.088567982, HGA3,0.239, opls_140,0.06, hc,0.265
propylamine, propylamine_T298.15,3,2.46,0.090405492, HGA3,0.239, opls_140,0.06, hc,0.265
propylamine, propylamine_T298.15,4,2.5,0.0918755, HGA3,0.239, opls_140,0.06, hc,0.265
propylamine, propylamine_T298.15,5,20.6,0.75705412, CG321,0.358, opls_136,-0.12, c3,0.34
propylamine, propylamine_T298.15,6,2.46,0.090405492, HGA2,0.239, opls_140,0.06, hc,0.265
propylamine, propylamine_T298.15,7,2.59,0.095183018, HGA2,0.239, opls_140,0.06, hc,0.265
propylamine, propylamine_T298.15,8,20.9,0.76807918, CG321,0.358, opls_906,0.06, c3,0.34
propylamine, propylamine_T298.15,9,2.47,0.090772994, HGA2,0.239, opls_911,0.06, h1,0.247
propylamine, propylamine_T298.15,10,2.58,0.094815516, HGA2,0.239, opls_911,0.06, h1,0.247
propylamine, propylamine_T298.15,11,16.7,0.61372834, NG321,0.355, opls_900,-0.9, n3,0.325
propylamine, propylamine_T298.15,12,2.43,0.089302986, HGPAM2,0.156, opls_909,0.36, hn,0.107
propylamine, propylamine_T298.15,13,2.37,0.087097974, HGPAM2,0.156, opls_909,0.36, hn,0.107
1-pentanol, 1-pentanol_T293.15,1,21.6,0.79380432, CG331,0.365, opls_135,-0.18, c3,0.34
1-pentanol, 1-pentanol_T293.15,2,2.41,0.088567982, HGA3,0.239, opls_140,0.06, hc,0.265
1-pentanol, 1-pentanol_T293.15,3,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
1-pentanol, 1-pentanol_T293.15,4,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
1-pentanol, 1-pentanol_T293.15,5,20.4,0.74970408, CG321,0.358, opls_136,-0.12, c3,0.34
1-pentanol, 1-pentanol_T293.15,6,2.45,0.09003799, HGA2,0.239, opls_140,0.06, hc,0.265
1-pentanol, 1-pentanol_T293.15,7,2.46,0.090405492, HGA2,0.239, opls_140,0.06, hc,0.265
1-pentanol, 1-pentanol_T293.15,8,20.3,0.74602906, CG321,0.358, opls_136,-0.12, c3,0.34
1-pentanol, 1-pentanol_T293.15,9,2.44,0.089670488, HGA2,0.239, opls_140,0.06, hc,0.265
1-pentanol, 1-pentanol_T293.15,10,2.47,0.090772994, HGA2,0.239, opls_140,0.06, hc,0.265
1-pentanol, 1-pentanol_T293.15,11,20.5,0.7533791, CG321,0.358, opls_136,-0.12, c3,0.34
1-pentanol, 1-pentanol_T293.15,12,2.51,0.092243002, HGA2,0.239, opls_140,0.06, hc,0.265
1-pentanol, 1-pentanol_T293.15,13,2.5,0.0918755, HGA2,0.239, opls_140,0.06, hc,0.265
1-pentanol, 1-pentanol_T293.15,14,20.9,0.76807918, CG321,0.358, opls_157,0.145, c3,0.34
1-pentanol, 1-pentanol_T293.15,15,2.43,0.089302986, HGA2,0.239, opls_140,0.06, h1,0.247
1-pentanol, 1-pentanol_T293.15,16,2.5,0.0918755, HGA2,0.239, opls_140,0.06, h1,0.247
1-pentanol, 1-pentanol_T293.15,17,12.4,0.45570248, OG311,0.314, opls_154,-0.683, oh,0.307
1-pentanol, 1-pentanol_T293.15,18,2.22,0.081585444, HGP1,0.04, opls_155,0.418, ho,0
diethanolamine, diethanolamine_T293.15,1,12.1,0.44467742, OG311,0.314, opls_154,-0.683, oh,0.307
diethanolamine, diethanolamine_T293.15,2,2.12,0.077910424, HGP1,0.04, opls_155,0.418, ho,0
diethanolamine, diethanolamine_T293.15,3,20.7,0.76072914, CG321,0.358, opls_157,0.145, c3,0.34
diethanolamine, diethanolamine_T293.15,4,2.43,0.089302986, HGA2,0.239, opls_140,0.06, h1,0.247
diethanolamine, diethanolamine_T293.15,5,2.4,0.08820048, HGA2,0.239, opls_140,0.06, h1,0.247
diethanolamine, diethanolamine_T293.15,6,20.5,0.7533791, CG321,0.358, opls_907,0.08, c3,0.34
diethanolamine, diethanolamine_T293.15,7,2.4,0.08820048, HGA2,0.239, opls_911,0.06, h1,0.247
diethanolamine, diethanolamine_T293.15,8,2.46,0.090405492, HGA2,0.239, opls_911,0.06, h1,0.247
diethanolamine, diethanolamine_T293.15,9,14.1,0.51817782, NG311,0.356, opls_901,-0.78, n3,0.325
diethanolamine, diethanolamine_T293.15,10,2.36,0.086730472, HGPAM1,0.156, opls_910,0.38, hn,0.107
diethanolamine, diethanolamine_T293.15,11,20.4,0.74970408, CG321,0.358, opls_907,0.08, c3,0.34
diethanolamine, diethanolamine_T293.15,12,2.5,0.0918755, HGA2,0.239, opls_911,0.06, h1,0.247
diethanolamine, diethanolamine_T293.15,13,2.48,0.091140496, HGA2,0.239, opls_911,0.06, h1,0.247
diethanolamine, diethanolamine_T293.15,14,21,0.7717542, CG321,0.358, opls_157,0.145, c3,0.34
diethanolamine, diethanolamine_T293.15,15,2.54,0.093345508, HGA2,0.239, opls_140,0.06, h1,0.247
diethanolamine, diethanolamine_T293.15,16,2.38,0.087465476, HGA2,0.239, opls_140,0.06, h1,0.247
diethanolamine, diethanolamine_T293.15,17,12.7,0.46672754, OG311,0.314, opls_154,-0.683, oh,0.307
diethanolamine, diethanolamine_T293.15,18,2.75,0.10106305, HGP1,0.04, opls_155,0.418, ho,0
diethyl-sulfide, diethyl-sulfide_T293.15,1,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
diethyl-sulfide, diethyl-sulfide_T293.15,2,2.58,0.094815516, HGA3,0.239, opls_140,0.06, hc,0.265
diethyl-sulfide, diethyl-sulfide_T293.15,3,2.58,0.094815516, HGA3,0.239, opls_140,0.06, hc,0.265
diethyl-sulfide, diethyl-sulfide_T293.15,4,2.37,0.087097974, HGA3,0.239, opls_140,0.06, hc,0.265
diethyl-sulfide, diethyl-sulfide_T293.15,5,21.6,0.79380432, CG321,0.358, opls_210,0.048, c3,0.34
diethyl-sulfide, diethyl-sulfide_T293.15,6,2.51,0.092243002, HGA2,0.239, opls_140,0.06, h1,0.247
diethyl-sulfide, diethyl-sulfide_T293.15,7,2.5,0.0918755, HGA2,0.239, opls_140,0.06, h1,0.247
diethyl-sulfide, diethyl-sulfide_T293.15,8,88.2,3.24136764, SG311,0.356, opls_202,-0.335, ss,0.356
diethyl-sulfide, diethyl-sulfide_T293.15,9,21.6,0.79380432, CG321,0.358, opls_210,0.048, c3,0.34
diethyl-sulfide, diethyl-sulfide_T293.15,10,2.5,0.0918755, HGA2,0.239, opls_140,0.06, h1,0.247
diethyl-sulfide, diethyl-sulfide_T293.15,11,2.51,0.092243002, HGA2,0.239, opls_140,0.06, h1,0.247
diethyl-sulfide, diethyl-sulfide_T293.15,12,22,0.8085044, CG331,0.365, opls_135,-0.18, c3,0.34
diethyl-sulfide, diethyl-sulfide_T293.15,13,2.37,0.087097974, HGA3,0.239, opls_140,0.06, hc,0.265
diethyl-sulfide, diethyl-sulfide_T293.15,14,2.58,0.094815516, HGA3,0.239, opls_140,0.06, hc,0.265
diethyl-sulfide, diethyl-sulfide_T293.15,15,2.58,0.094815516, HGA3,0.239, opls_140,0.06, hc,0.265
n-butylamine, n-butylamine_T293.15,1,21.6,0.79380432, CG331,0.365, opls_135,-0.18, c3,0.34
n-butylamine, n-butylamine_T293.15,2,2.42,0.088935484, HGA3,0.239, opls_140,0.06, hc,0.265
n-butylamine, n-butylamine_T293.15,3,2.48,0.091140496, HGA3,0.239, opls_140,0.06, hc,0.265
n-butylamine, n-butylamine_T293.15,4,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
n-butylamine, n-butylamine_T293.15,5,20.4,0.74970408, CG321,0.358, opls_136,-0.12, c3,0.34
n-butylamine, n-butylamine_T293.15,6,2.44,0.089670488, HGA2,0.239, opls_140,0.06, hc,0.265
n-butylamine, n-butylamine_T293.15,7,2.47,0.090772994, HGA2,0.239, opls_140,0.06, hc,0.265
n-butylamine, n-butylamine_T293.15,8,20.7,0.76072914, CG321,0.358, opls_136,-0.12, c3,0.34
n-butylamine, n-butylamine_T293.15,9,2.52,0.092610504, HGA2,0.239, opls_140,0.06, hc,0.265
n-butylamine, n-butylamine_T293.15,10,2.64,0.097020528, HGA2,0.239, opls_140,0.06, hc,0.265
n-butylamine, n-butylamine_T293.15,11,20.9,0.76807918, CG321,0.358, opls_906,0.06, c3,0.34
n-butylamine, n-butylamine_T293.15,12,2.47,0.090772994, HGA2,0.239, opls_911,0.06, h1,0.247
n-butylamine, n-butylamine_T293.15,13,2.58,0.094815516, HGA2,0.239, opls_911,0.06, h1,0.247
n-butylamine, n-butylamine_T293.15,14,16.7,0.61372834, NG321,0.355, opls_900,-0.9, n3,0.325
n-butylamine, n-butylamine_T293.15,15,2.37,0.087097974, HGPAM2,0.156, opls_909,0.36, hn,0.107
n-butylamine, n-butylamine_T293.15,16,2.43,0.089302986, HGPAM2,0.156, opls_909,0.36, hn,0.107
methanol, methanol_T293.15,1,21.8,0.80115436, CG331,0.365, opls_157,0.145, c3,0.34
methanol, methanol_T293.15,2,2.4,0.08820048, HGA3,0.239, opls_156,0.04, h1,0.247
methanol, methanol_T293.15,3,2.41,0.088567982, HGA3,0.239, opls_156,0.04, h1,0.247
methanol, methanol_T293.15,4,2.33,0.085627966, HGA3,0.239, opls_156,0.04, h1,0.247
methanol, methanol_T293.15,5,12.4,0.45570248, OG311,0.314, opls_154,-0.683, oh,0.307
methanol, methanol_T293.15,6,2.11,0.077542922, HGP1,0.04, opls_155,0.418, ho,0
nitroethane, nitroethane_T387.15,1,21.2,0.77910424, CG331,0.365, opls_135,-0.18, c3,0.34
nitroethane, nitroethane_T387.15,2,2.38,0.087465476, HGA3,0.239, opls_140,0.06, hc,0.265
nitroethane, nitroethane_T387.15,3,2.24,0.082320448, HGA3,0.239, opls_140,0.06, hc,0.265
nitroethane, nitroethane_T387.15,4,2.41,0.088567982, HGA3,0.239, opls_140,0.06, hc,0.265
nitroethane, nitroethane_T387.15,5,20,0.735004, CG321,0.358, opls_764,0.08, c3,0.34
nitroethane, nitroethane_T387.15,6,2.25,0.08268795, HGA2,0.239, opls_763,0.06, h1,0.247
nitroethane, nitroethane_T387.15,7,2.21,0.081217942, HGA2,0.239, opls_763,0.06, h1,0.247
nitroethane, nitroethane_T387.15,8,13.1,0.48142762, NG2O1,0.33, opls_760,0.54, no,0.325
nitroethane, nitroethane_T387.15,9,14.4,0.52920288, OG2N1,0.303, opls_761,-0.37, o,0.296
nitroethane, nitroethane_T387.15,10,13.8,0.50715276, OG2N1,0.303, opls_761,-0.37, o,0.296
