Compound, Source, Atom Idx, C6_POSTG,C6_POSTG (Ha A^6), CGenFF Atom Type, C6_CGenFF, OPLS Atom Type, C6_OPLS, GAFF Atom Type, C6_GAFF
ethylene-carbonate, ethylene-carbonate_T521.15,1,10.8,0.39690216, OG3C51,0.294, opls_773,-0.45, os,0.3
ethylene-carbonate, ethylene-carbonate_T521.15,2,19.5,0.7166289, CG3C52,0.36, opls_774,0.21, c3,0.34
ethylene-carbonate, ethylene-carbonate_T521.15,3,2.16,0.079380432, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T521.15,4,2.1,0.07717542, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T521.15,5,19.5,0.7166289, CG3C52,0.36, opls_774,0.21, c3,0.34
ethylene-carbonate, ethylene-carbonate_T521.15,6,2.1,0.07717542, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T521.15,7,2.16,0.079380432, HGA2,0.239, opls_777,0.03, h1,0.247
ethylene-carbonate, ethylene-carbonate_T521.15,8,10.8,0.39690216, OG3C51,0.294, opls_773,-0.45, os,0.3
ethylene-carbonate, ethylene-carbonate_T521.15,9,22.4,0.82320448, CG251O,0.372, opls_772,0.86, c,0.34
ethylene-carbonate, ethylene-carbonate_T521.15,10,14.5,0.5328779, OG2D1,0.303, opls_771,-0.5, o,0.296
pyridine, pyridine_T298.15,1,23.6,0.86730472, CG2R61,0.355, opls_521,0.473, ca,0.34
pyridine, pyridine_T298.15,2,2.52,0.092610504, HGR62,0.196, opls_524,0.012, h4,0.251
pyridine, pyridine_T298.15,3,23.2,0.85260464, CG2R61,0.355, opls_522,-0.447, ca,0.34
pyridine, pyridine_T298.15,4,2.43,0.089302986, HGR61,0.242, opls_525,0.155, ha,0.26
pyridine, pyridine_T298.15,5,23,0.8452546, CG2R61,0.355, opls_523,0.227, ca,0.34
pyridine, pyridine_T298.15,6,2.37,0.087097974, HGR61,0.242, opls_526,0.065, ha,0.26
pyridine, pyridine_T298.15,7,23.2,0.85260464, CG2R61,0.355, opls_522,-0.447, ca,0.34
pyridine, pyridine_T298.15,8,2.43,0.089302986, HGR61,0.242, opls_525,0.155, ha,0.26
pyridine, pyridine_T298.15,9,23.6,0.86730472, CG2R61,0.355, opls_521,0.473, ca,0.34
pyridine, pyridine_T298.15,10,2.52,0.092610504, HGR62,0.196, opls_524,0.012, h4,0.251
pyridine, pyridine_T298.15,11,18.1,0.66517862, NG2R60,0.337, opls_520,-0.678, nb,0.325
isoquinoline, isoquinoline_T303.15,1,21.4,0.78645428, CG2R61,0.355, opls_610,-0.307, ca,0.34
isoquinoline, isoquinoline_T303.15,2,23.1,0.84892962, CG2R61,0.355, opls_609,-0.07, ca,0.34
isoquinoline, isoquinoline_T303.15,3,2.48,0.091140496, HGR61,0.242, opls_618,0.114, ha,0.26
isoquinoline, isoquinoline_T303.15,4,23.3,0.85627966, CG2R61,0.355, opls_608,-0.112, ca,0.34
isoquinoline, isoquinoline_T303.15,5,2.44,0.089670488, HGR61,0.242, opls_617,0.113, ha,0.26
isoquinoline, isoquinoline_T303.15,6,23.2,0.85260464, CG2R61,0.355, opls_607,-0.197, ca,0.34
isoquinoline, isoquinoline_T303.15,7,2.43,0.089302986, HGR61,0.242, opls_616,0.133, ha,0.26
isoquinoline, isoquinoline_T303.15,8,23.2,0.85260464, CG2R61,0.355, opls_606,-0.008, ca,0.34
isoquinoline, isoquinoline_T303.15,9,2.49,0.091507998, HGR61,0.242, opls_615,0.119, ha,0.26
isoquinoline, isoquinoline_T303.15,10,21.4,0.78645428, CG2R61,0.355, opls_612,-0.051, ca,0.34
isoquinoline, isoquinoline_T303.15,11,23.2,0.85260464, CG2R61,0.355, opls_605,-0.359, ca,0.34
isoquinoline, isoquinoline_T303.15,12,2.49,0.091507998, HGR61,0.242, opls_614,0.146, ha,0.26
isoquinoline, isoquinoline_T303.15,13,23.8,0.87465476, CG2R61,0.355, opls_604,0.425, ca,0.34
isoquinoline, isoquinoline_T303.15,14,2.55,0.09371301, HGR62,0.196, opls_613,0.028, h4,0.251
isoquinoline, isoquinoline_T303.15,15,18.1,0.66517862, NG2R60,0.337, opls_603,-0.694, nb,0.325
isoquinoline, isoquinoline_T303.15,16,23.3,0.85627966, CG2R61,0.355, opls_611,0.563, ca,0.34
isoquinoline, isoquinoline_T303.15,17,2.56,0.094080512, HGR62,0.196, opls_619,0.157, h4,0.251
sulfolane, sulfolane_T473.15,1,20.4,0.74970408, CG3C52,0.36, opls_484,0.39, c3,0.34
sulfolane, sulfolane_T473.15,2,2.37,0.087097974, HGA2,0.239, opls_485,-0.06, h1,0.247
sulfolane, sulfolane_T473.15,3,2.32,0.085260464, HGA2,0.239, opls_485,-0.06, h1,0.247
sulfolane, sulfolane_T473.15,4,19.8,0.72765396, CG3C52,0.36, opls_136,-0.12, c3,0.34
sulfolane, sulfolane_T473.15,5,2.31,0.084892962, HGA2,0.239, opls_140,0.06, hc,0.265
sulfolane, sulfolane_T473.15,6,2.22,0.081585444, HGA2,0.239, opls_140,0.06, hc,0.265
sulfolane, sulfolane_T473.15,7,19.8,0.72765396, CG3C52,0.36, opls_136,-0.12, c3,0.34
sulfolane, sulfolane_T473.15,8,2.22,0.081585444, HGA2,0.239, opls_140,0.06, hc,0.265
sulfolane, sulfolane_T473.15,9,2.31,0.084892962, HGA2,0.239, opls_140,0.06, hc,0.265
sulfolane, sulfolane_T473.15,10,20.4,0.74970408, CG3C52,0.36, opls_484,0.39, c3,0.34
sulfolane, sulfolane_T473.15,11,2.37,0.087097974, HGA2,0.239, opls_485,-0.06, h1,0.247
sulfolane, sulfolane_T473.15,12,2.32,0.085260464, HGA2,0.239, opls_485,-0.06, h1,0.247
sulfolane, sulfolane_T473.15,13,57.8,2.12416156, SG3O2,0.356, opls_493,1.37, s6,0.356
sulfolane, sulfolane_T473.15,14,14.8,0.54390296, OG2P1,0.303, opls_494,-0.687, o,0.296
sulfolane, sulfolane_T473.15,15,14.8,0.54390296, OG2P1,0.303, opls_494,-0.687, o,0.296
12-ethanediamine, 12-ethanediamine_T298.15,1,16,0.5880032, NG321,0.355, opls_900,-0.9, n3,0.325
12-ethanediamine, 12-ethanediamine_T298.15,2,2.3,0.08452546, HGPAM2,0.156, opls_909,0.36, hn,0.107
12-ethanediamine, 12-ethanediamine_T298.15,3,2.31,0.084892962, HGPAM2,0.156, opls_909,0.36, hn,0.107
12-ethanediamine, 12-ethanediamine_T298.15,4,20.8,0.76440416, CG321,0.358, opls_906,0.06, c3,0.34
12-ethanediamine, 12-ethanediamine_T298.15,5,2.55,0.09371301, HGA2,0.239, opls_911,0.06, h1,0.247
12-ethanediamine, 12-ethanediamine_T298.15,6,2.48,0.091140496, HGA2,0.239, opls_911,0.06, h1,0.247
12-ethanediamine, 12-ethanediamine_T298.15,7,21,0.7717542, CG321,0.358, opls_906,0.06, c3,0.34
12-ethanediamine, 12-ethanediamine_T298.15,8,2.54,0.093345508, HGA2,0.239, opls_911,0.06, h1,0.247
12-ethanediamine, 12-ethanediamine_T298.15,9,2.43,0.089302986, HGA2,0.239, opls_911,0.06, h1,0.247
12-ethanediamine, 12-ethanediamine_T298.15,10,17.2,0.63210344, NG321,0.355, opls_900,-0.9, n3,0.325
12-ethanediamine, 12-ethanediamine_T298.15,11,2.45,0.09003799, HGPAM2,0.156, opls_909,0.36, hn,0.107
12-ethanediamine, 12-ethanediamine_T298.15,12,2.78,0.102165556, HGPAM2,0.156, opls_909,0.36, hn,0.107
tetrahydrothiophene, tetrahydrothiophene_T298.15,1,21.6,0.79380432, CG3C52,0.36, opls_210,0.048, c3,0.34
tetrahydrothiophene, tetrahydrothiophene_T298.15,2,2.49,0.091507998, HGA2,0.239, opls_140,0.06, h1,0.247
tetrahydrothiophene, tetrahydrothiophene_T298.15,3,2.55,0.09371301, HGA2,0.239, opls_140,0.06, h1,0.247
tetrahydrothiophene, tetrahydrothiophene_T298.15,4,20.3,0.74602906, CG3C52,0.36, opls_136,-0.12, c3,0.34
tetrahydrothiophene, tetrahydrothiophene_T298.15,5,2.35,0.08636297, HGA2,0.239, opls_140,0.06, hc,0.265
tetrahydrothiophene, tetrahydrothiophene_T298.15,6,2.42,0.088935484, HGA2,0.239, opls_140,0.06, hc,0.265
tetrahydrothiophene, tetrahydrothiophene_T298.15,7,20.3,0.74602906, CG3C52,0.36, opls_136,-0.12, c3,0.34
tetrahydrothiophene, tetrahydrothiophene_T298.15,8,2.42,0.088935484, HGA2,0.239, opls_140,0.06, hc,0.265
tetrahydrothiophene, tetrahydrothiophene_T298.15,9,2.35,0.08636297, HGA2,0.239, opls_140,0.06, hc,0.265
tetrahydrothiophene, tetrahydrothiophene_T298.15,10,21.6,0.79380432, CG3C52,0.36, opls_210,0.048, c3,0.34
tetrahydrothiophene, tetrahydrothiophene_T298.15,11,2.49,0.091507998, HGA2,0.239, opls_140,0.06, h1,0.247
tetrahydrothiophene, tetrahydrothiophene_T298.15,12,2.55,0.09371301, HGA2,0.239, opls_140,0.06, h1,0.247
tetrahydrothiophene, tetrahydrothiophene_T298.15,13,91.3,3.35529326, SG311,0.356, opls_202,-0.335, ss,0.356
123-propanetriol, 123-propanetriol_T293.15,1,12.5,0.4593775, OG311,0.314, opls_171,-0.73, oh,0.307
123-propanetriol, 123-propanetriol_T293.15,2,2.53,0.092978006, HGP1,0.04, opls_172,0.465, ho,0
123-propanetriol, 123-propanetriol_T293.15,3,21.1,0.77542922, CG321,0.358, opls_173,0.145, c3,0.34
123-propanetriol, 123-propanetriol_T293.15,4,2.42,0.088935484, HGA2,0.239, opls_176,0.06, h1,0.247
123-propanetriol, 123-propanetriol_T293.15,5,2.65,0.09738803, HGA2,0.239, opls_176,0.06, h1,0.247
123-propanetriol, 123-propanetriol_T293.15,6,19.6,0.72030392, CG311,0.356, opls_174,0.205, c3,0.34
123-propanetriol, 123-propanetriol_T293.15,7,2.41,0.088567982, HGA1,0.239, opls_176,0.06, h1,0.247
123-propanetriol, 123-propanetriol_T293.15,8,11.9,0.43732738, OG311,0.314, opls_171,-0.73, oh,0.307
123-propanetriol, 123-propanetriol_T293.15,9,2.44,0.089670488, HGP1,0.04, opls_172,0.465, ho,0
123-propanetriol, 123-propanetriol_T293.15,10,20.4,0.74970408, CG321,0.358, opls_173,0.145, c3,0.34
123-propanetriol, 123-propanetriol_T293.15,11,2.39,0.087832978, HGA2,0.239, opls_176,0.06, h1,0.247
123-propanetriol, 123-propanetriol_T293.15,12,2.37,0.087097974, HGA2,0.239, opls_176,0.06, h1,0.247
123-propanetriol, 123-propanetriol_T293.15,13,11.5,0.4226273, OG311,0.314, opls_171,-0.73, oh,0.307
123-propanetriol, 123-propanetriol_T293.15,14,1.96,0.072030392, HGP1,0.04, opls_172,0.465, ho,0
acetone, acetone_T298.15,1,21.1,0.77542922, CG2O5,0.356, opls_280,0.47, c,0.34
acetone, acetone_T298.15,2,21.5,0.7901293, CG331,0.365, opls_135,-0.18, c3,0.34
acetone, acetone_T298.15,3,21.5,0.7901293, CG331,0.365, opls_135,-0.18, c3,0.34
acetone, acetone_T298.15,4,14.3,0.52552786, OG2D3,0.303, opls_281,-0.47, o,0.296
acetone, acetone_T298.15,5,2.45,0.09003799, HGA3,0.239, opls_282,0.06, hc,0.265
acetone, acetone_T298.15,6,2.33,0.085627966, HGA3,0.239, opls_282,0.06, hc,0.265
acetone, acetone_T298.15,7,2.32,0.085260464, HGA3,0.239, opls_282,0.06, hc,0.265
acetone, acetone_T298.15,8,2.33,0.085627966, HGA3,0.239, opls_282,0.06, hc,0.265
acetone, acetone_T298.15,9,2.32,0.085260464, HGA3,0.239, opls_282,0.06, hc,0.265
acetone, acetone_T298.15,10,2.45,0.09003799, HGA3,0.239, opls_282,0.06, hc,0.265
14-butanediol, 14-butanediol_T293.15,1,12.8,0.47040256, OG311,0.314, opls_154,-0.683, oh,0.307
14-butanediol, 14-butanediol_T293.15,2,2.84,0.104370568, HGP1,0.04, opls_155,0.418, ho,0
14-butanediol, 14-butanediol_T293.15,3,21.3,0.78277926, CG321,0.358, opls_157,0.145, c3,0.34
14-butanediol, 14-butanediol_T293.15,4,2.45,0.09003799, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T293.15,5,2.61,0.095918022, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T293.15,6,20.5,0.7533791, CG321,0.358, opls_136,-0.12, c3,0.34
14-butanediol, 14-butanediol_T293.15,7,2.56,0.094080512, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T293.15,8,2.39,0.087832978, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T293.15,9,20.3,0.74602906, CG321,0.358, opls_136,-0.12, c3,0.34
14-butanediol, 14-butanediol_T293.15,10,2.34,0.085995468, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T293.15,11,2.5,0.0918755, HGA2,0.239, opls_140,0.06, hc,0.265
14-butanediol, 14-butanediol_T293.15,12,20.3,0.74602906, CG321,0.358, opls_157,0.145, c3,0.34
14-butanediol, 14-butanediol_T293.15,13,2.42,0.088935484, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T293.15,14,2.36,0.086730472, HGA2,0.239, opls_140,0.06, h1,0.247
14-butanediol, 14-butanediol_T293.15,15,10.9,0.40057718, OG311,0.314, opls_154,-0.683, oh,0.307
14-butanediol, 14-butanediol_T293.15,16,1.87,0.068722874, HGP1,0.04, opls_155,0.418, ho,0
toluene, toluene_T298.15,1,21.7,0.79747934, CG331,0.365, opls_148,-0.065, c3,0.34
toluene, toluene_T298.15,2,2.42,0.088935484, HGA3,0.239, opls_140,0.06, hc,0.265
toluene, toluene_T298.15,3,2.42,0.088935484, HGA3,0.239, opls_140,0.06, hc,0.265
toluene, toluene_T298.15,4,2.42,0.088935484, HGA3,0.239, opls_140,0.06, hc,0.265
toluene, toluene_T298.15,5,21.5,0.7901293, CG2R61,0.355, opls_145,-0.115, ca,0.34
toluene, toluene_T298.15,6,23.4,0.85995468, CG2R61,0.355, opls_145,-0.115, ca,0.34
toluene, toluene_T298.15,7,2.56,0.094080512, HGR61,0.242, opls_146,0.115, ha,0.26
toluene, toluene_T298.15,8,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
toluene, toluene_T298.15,9,2.52,0.092610504, HGR61,0.242, opls_146,0.115, ha,0.26
toluene, toluene_T298.15,10,23.8,0.87465476, CG2R61,0.355, opls_145,-0.115, ca,0.34
toluene, toluene_T298.15,11,2.53,0.092978006, HGR61,0.242, opls_146,0.115, ha,0.26
toluene, toluene_T298.15,12,23.7,0.87097974, CG2R61,0.355, opls_145,-0.115, ca,0.34
toluene, toluene_T298.15,13,2.52,0.092610504, HGR61,0.242, opls_146,0.115, ha,0.26
toluene, toluene_T298.15,14,23.3,0.85627966, CG2R61,0.355, opls_145,-0.115, ca,0.34
toluene, toluene_T298.15,15,2.53,0.092978006, HGR61,0.242, opls_146,0.115, ha,0.26
24-pentanedione, 24-pentanedione_T298.15,1,21.4,0.78645428, CG331,0.365, opls_135,-0.18, c3,0.34
24-pentanedione, 24-pentanedione_T298.15,2,2.48,0.091140496, HGA3,0.239, opls_282,0.06, hc,0.265
24-pentanedione, 24-pentanedione_T298.15,3,2.4,0.08820048, HGA3,0.239, opls_282,0.06, hc,0.265
24-pentanedione, 24-pentanedione_T298.15,4,2.28,0.083790456, HGA3,0.239, opls_282,0.06, hc,0.265
24-pentanedione, 24-pentanedione_T298.15,5,20.9,0.76807918, CG2O5,0.356, opls_280,0.47, c,0.34
24-pentanedione, 24-pentanedione_T298.15,6,13.9,0.51082778, OG2D3,0.303, opls_281,-0.47, o,0.296
24-pentanedione, 24-pentanedione_T298.15,7,20.4,0.74970408, CG321,0.358, opls_136,-0.12, c3,0.34
24-pentanedione, 24-pentanedione_T298.15,8,2.38,0.087465476, HGA2,0.239, opls_282,0.06, hc,0.265
24-pentanedione, 24-pentanedione_T298.15,9,2.37,0.087097974, HGA2,0.239, opls_282,0.06, hc,0.265
24-pentanedione, 24-pentanedione_T298.15,10,20.9,0.76807918, CG2O5,0.356, opls_280,0.47, c,0.34
24-pentanedione, 24-pentanedione_T298.15,11,21.4,0.78645428, CG331,0.365, opls_135,-0.18, c3,0.34
24-pentanedione, 24-pentanedione_T298.15,12,2.28,0.083790456, HGA3,0.239, opls_282,0.06, hc,0.265
24-pentanedione, 24-pentanedione_T298.15,13,2.46,0.090405492, HGA3,0.239, opls_282,0.06, hc,0.265
24-pentanedione, 24-pentanedione_T298.15,14,2.4,0.08820048, HGA3,0.239, opls_282,0.06, hc,0.265
24-pentanedione, 24-pentanedione_T298.15,15,13.8,0.50715276, OG2D3,0.303, opls_281,-0.47, o,0.296
methyloxirane, methyloxirane_T298.15,1,21.5,0.7901293, CG331,0.365, opls_135,-0.18, c3,0.34
methyloxirane, methyloxirane_T298.15,2,20.2,0.74235404, CG3C31,0.358, opls_183,0.17, cx,0.34
methyloxirane, methyloxirane_T298.15,3,12.4,0.45570248, OG3C31,0.294, opls_180,-0.4, os,0.3
methyloxirane, methyloxirane_T298.15,4,21.4,0.78645428, CG3C31,0.358, opls_182,0.14, cx,0.34
methyloxirane, methyloxirane_T298.15,5,2.35,0.08636297, HGA2,0.239, opls_185,0.03, h1,0.247
methyloxirane, methyloxirane_T298.15,6,2.32,0.085260464, HGA2,0.239, opls_185,0.03, h1,0.247
methyloxirane, methyloxirane_T298.15,7,2.34,0.085995468, HGA1,0.239, opls_185,0.03, h1,0.247
methyloxirane, methyloxirane_T298.15,8,2.44,0.089670488, HGA3,0.239, opls_140,0.06, hc,0.265
methyloxirane, methyloxirane_T298.15,9,2.36,0.086730472, HGA3,0.239, opls_140,0.06, hc,0.265
methyloxirane, methyloxirane_T298.15,10,2.36,0.086730472, HGA3,0.239, opls_140,0.06, hc,0.265
formic-acid, formic-acid_T298.15,1,2.3,0.08452546, HGR52,0.16, opls_279,0, h5,0.242
formic-acid, formic-acid_T298.15,2,23,0.8452546, CG2O2,0.303, opls_267,0.52, c,0.34
formic-acid, formic-acid_T298.15,3,14.4,0.52920288, OG2D1,0.303, opls_269,-0.44, o,0.296
formic-acid, formic-acid_T298.15,4,11.6,0.42630232, OG311,0.314, opls_268,-0.53, oh,0.307
formic-acid, formic-acid_T298.15,5,2.09,0.076807918, HGP1,0.04, opls_270,0.45, ho,0
pyrrolidine, pyrrolidine_T298.15,1,20.7,0.76072914, CG3C52,0.36, opls_907,0.08, c3,0.34
pyrrolidine, pyrrolidine_T298.15,2,15.2,0.55860304, NG3C51,0.33, opls_901,-0.78, n3,0.325
pyrrolidine, pyrrolidine_T298.15,3,20.7,0.76072914, CG3C52,0.36, opls_907,0.08, c3,0.34
pyrrolidine, pyrrolidine_T298.15,4,20.5,0.7533791, CG3C52,0.36, opls_136,-0.12, c3,0.34
pyrrolidine, pyrrolidine_T298.15,5,20.5,0.7533791, CG3C52,0.36, opls_136,-0.12, c3,0.34
pyrrolidine, pyrrolidine_T298.15,6,2.45,0.09003799, HGA2,0.239, opls_911,0.06, h1,0.247
pyrrolidine, pyrrolidine_T298.15,7,2.61,0.095918022, HGA2,0.239, opls_911,0.06, h1,0.247
pyrrolidine, pyrrolidine_T298.15,8,2.41,0.088567982, HGA2,0.239, opls_140,0.06, hc,0.265
pyrrolidine, pyrrolidine_T298.15,9,2.44,0.089670488, HGA2,0.239, opls_140,0.06, hc,0.265
pyrrolidine, pyrrolidine_T298.15,10,2.41,0.088567982, HGA2,0.239, opls_140,0.06, hc,0.265
pyrrolidine, pyrrolidine_T298.15,11,2.43,0.089302986, HGA2,0.239, opls_140,0.06, hc,0.265
pyrrolidine, pyrrolidine_T298.15,12,2.61,0.095918022, HGA2,0.239, opls_911,0.06, h1,0.247
pyrrolidine, pyrrolidine_T298.15,13,2.45,0.09003799, HGA2,0.239, opls_911,0.06, h1,0.247
pyrrolidine, pyrrolidine_T298.15,14,2.25,0.08268795, HGP1,0.04, opls_910,0.38, hn,0.107
benzaldehyde, benzaldehyde_T298.15,1,23,0.8452546, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzaldehyde, benzaldehyde_T298.15,2,2.6,0.09555052, HGR61,0.242, opls_146,0.115, ha,0.26
benzaldehyde, benzaldehyde_T298.15,3,23.1,0.84892962, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzaldehyde, benzaldehyde_T298.15,4,2.4,0.08820048, HGR61,0.242, opls_146,0.115, ha,0.26
benzaldehyde, benzaldehyde_T298.15,5,23.1,0.84892962, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzaldehyde, benzaldehyde_T298.15,6,2.39,0.087832978, HGR61,0.242, opls_146,0.115, ha,0.26
benzaldehyde, benzaldehyde_T298.15,7,23.2,0.85260464, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzaldehyde, benzaldehyde_T298.15,8,2.42,0.088935484, HGR61,0.242, opls_146,0.115, ha,0.26
benzaldehyde, benzaldehyde_T298.15,9,23.1,0.84892962, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzaldehyde, benzaldehyde_T298.15,10,2.51,0.092243002, HGR61,0.242, opls_146,0.115, ha,0.26
benzaldehyde, benzaldehyde_T298.15,11,21.7,0.79747934, CG2R61,0.355, opls_145,-0.115, ca,0.34
benzaldehyde, benzaldehyde_T298.15,12,23.1,0.84892962, CG2O4,0.321, opls_232,0.565, c,0.34
benzaldehyde, benzaldehyde_T298.15,13,2.61,0.095918022, HGR52,0.16, opls_279,0, h4,0.251
benzaldehyde, benzaldehyde_T298.15,14,14,0.5145028, OG2D1,0.303, opls_278,-0.45, o,0.296
1-butanol, 1-butanol_T293.15,1,21.6,0.79380432, CG331,0.365, opls_135,-0.18, c3,0.34
1-butanol, 1-butanol_T293.15,2,2.46,0.090405492, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T293.15,3,2.45,0.09003799, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T293.15,4,2.4,0.08820048, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T293.15,5,20.4,0.74970408, CG321,0.358, opls_136,-0.12, c3,0.34
1-butanol, 1-butanol_T293.15,6,2.45,0.09003799, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T293.15,7,2.46,0.090405492, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T293.15,8,20.5,0.7533791, CG321,0.358, opls_136,-0.12, c3,0.34
1-butanol, 1-butanol_T293.15,9,2.43,0.089302986, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T293.15,10,2.53,0.092978006, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanol, 1-butanol_T293.15,11,20.9,0.76807918, CG321,0.358, opls_157,0.145, c3,0.34
1-butanol, 1-butanol_T293.15,12,2.51,0.092243002, HGA2,0.239, opls_140,0.06, h1,0.247
1-butanol, 1-butanol_T293.15,13,2.38,0.087465476, HGA2,0.239, opls_140,0.06, h1,0.247
1-butanol, 1-butanol_T293.15,14,12.4,0.45570248, OG311,0.314, opls_154,-0.683, oh,0.307
1-butanol, 1-butanol_T293.15,15,2.3,0.08452546, HGP1,0.04, opls_155,0.418, ho,0
1-butanethiol, 1-butanethiol_T293.15,1,21.7,0.79747934, CG331,0.365, opls_135,-0.18, c3,0.34
1-butanethiol, 1-butanethiol_T293.15,2,2.53,0.092978006, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T293.15,3,2.4,0.08820048, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T293.15,4,2.47,0.090772994, HGA3,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T293.15,5,20.6,0.75705412, CG321,0.358, opls_136,-0.12, c3,0.34
1-butanethiol, 1-butanethiol_T293.15,6,2.67,0.098123034, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T293.15,7,2.37,0.087097974, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T293.15,8,20.8,0.76440416, CG321,0.358, opls_136,-0.12, c3,0.34
1-butanethiol, 1-butanethiol_T293.15,9,2.58,0.094815516, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T293.15,10,2.43,0.089302986, HGA2,0.239, opls_140,0.06, hc,0.265
1-butanethiol, 1-butanethiol_T293.15,11,21.6,0.79380432, CG321,0.358, opls_206,0.06, c3,0.34
1-butanethiol, 1-butanethiol_T293.15,12,2.42,0.088935484, HGA2,0.239, opls_140,0.06, h1,0.247
1-butanethiol, 1-butanethiol_T293.15,13,2.56,0.094080512, HGA2,0.239, opls_140,0.06, h1,0.247
1-butanethiol, 1-butanethiol_T293.15,14,94.9,3.48759398, SG311,0.356, opls_200,-0.335, sh,0.356
1-butanethiol, 1-butanethiol_T293.15,15,3.15,0.11576313, HGP3,0.0802, opls_204,0.155, hs,0.107
3-methylpyridine, 3-methylpyridine_T293.15,1,21.5,0.7901293, CG331,0.365, opls_672,-0.189, c3,0.34
3-methylpyridine, 3-methylpyridine_T293.15,2,2.37,0.087097974, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylpyridine, 3-methylpyridine_T293.15,3,2.37,0.087097974, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylpyridine, 3-methylpyridine_T293.15,4,2.37,0.087097974, HGA3,0.239, opls_140,0.06, hc,0.265
3-methylpyridine, 3-methylpyridine_T293.15,5,21.2,0.77910424, CG2R61,0.355, opls_522,-0.447, ca,0.34
3-methylpyridine, 3-methylpyridine_T293.15,6,22.8,0.83790456, CG2R61,0.355, opls_523,0.227, ca,0.34
3-methylpyridine, 3-methylpyridine_T293.15,7,2.42,0.088935484, HGR61,0.242, opls_526,0.065, ha,0.26
3-methylpyridine, 3-methylpyridine_T293.15,8,23.3,0.85627966, CG2R61,0.355, opls_522,-0.447, ca,0.34
3-methylpyridine, 3-methylpyridine_T293.15,9,2.45,0.09003799, HGR61,0.242, opls_525,0.155, ha,0.26
3-methylpyridine, 3-methylpyridine_T293.15,10,23.7,0.87097974, CG2R61,0.355, opls_521,0.473, ca,0.34
3-methylpyridine, 3-methylpyridine_T293.15,11,2.55,0.09371301, HGR62,0.196, opls_524,0.012, h4,0.251
3-methylpyridine, 3-methylpyridine_T293.15,12,18.1,0.66517862, NG2R60,0.337, opls_520,-0.678, nb,0.325
3-methylpyridine, 3-methylpyridine_T293.15,13,23.4,0.85995468, CG2R61,0.355, opls_521,0.473, ca,0.34
3-methylpyridine, 3-methylpyridine_T293.15,14,2.59,0.095183018, HGR62,0.196, opls_524,0.012, h4,0.251
dimethyl-sulfide, dimethyl-sulfide_T298.15,1,22.9,0.84157958, CG331,0.365, opls_209,-0.013, c3,0.34
dimethyl-sulfide, dimethyl-sulfide_T298.15,2,2.51,0.092243002, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-sulfide, dimethyl-sulfide_T298.15,3,2.45,0.09003799, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-sulfide, dimethyl-sulfide_T298.15,4,2.51,0.092243002, HGA3,0.239, opls_140,0.06, h1,0.247
dimethyl-sulfide, dimethyl-sulfide_T298.15,5,90.5,3.3258931, SG311,0.356, opls_202,-0.335, ss,0.356
dimethyl-sulfide, dimethyl-sulfide_T298.15,6,22.9,0.84157958, CG331,0.365, opls_209,-0.013, c3,0.34
